Crash Record Number,County Code,County Name,Municipality Code,Municipality Name,District Code,District Name,Police Agency Code,Police Agency Name,Crash Year,Crash Month,Day of Week,Time of Day,Hour of Day,Illumination,Weather,Road Condition,Collision Type,Work Zone Type,Work Zone Location,Intersection Type,Traffic Control Device,Location Type,Urban / Rural,Fatality Count,Injury Count,Person Count,Total Unit Count,School Bus Indicator,School Zone Indicator,Latitude,Longitude,Arrival Time,Dispatch Time,Construction Zone Speed Limit,Estimated Hours Closed,Lane Closed,Lane Closure Direction,Notify Highway Maintenance,Special Jurisdiction,Traffic Control Device Function,Traffic Detour,Workers Present,Work Zone Close/Detour,Work Zone Flagger,Work Zone Law Officer,Work Zone Closure,Work Zone Moving,Work Zone Other,Work Zone Shoulder/Median,Vehicle Count,Automobile Count,Motorcycle Count,Bus Count,Small Truck Count,Heavy Truck Count,SUV Count,Van Count,Bicycle Count,Suspected Serious Injury Count,Suspected Minor Injury Count,Possible Injury Count,Total Injury Count,Unknown Injury Degree Count,Unknown Injury Person Count,16 Year Old Driver Count,17 Year Old Driver Count,18 Year Old Driver Count,19 Year Old Driver Count,20 Year Old Driver Count,50-64 Year Old Driver Count,65-74 Year Old Driver Count,75 Plus Year Old Driver Count,Unbelted Occupant Count,Unbelted Death Count,Unbelted Suspected Serious Injury Count,Belted Death Count,Belted Suspected Serious Injury Count,Motorcycle Death Count,Motorcycle Suspected Serious Injury Count,Bicycle Death Count,Bicycle Suspected Serious Injury Count,Pedestrian Count,Pedestrian Death Count,Pedestrian Suspected Serious Injury Count,Maximum Severity Level,Commercial Vehicle Count,Latitude (Decimal),Longitude (Decimal),Roadway Surface Type,Interstate,State Road,Local Road Only,Turnpike,Wet Road,Snow Slush Road,Icy Road,Sudden Deer,Shoulder Related,Rear End,Head On / Opposite Direction Side Swipe,Hit Fixed Object,Single Vehicle Run Off Road,Work Zone,Property Damage Only,Injury or Fatal,Fatal or Suspected Serious Injury,Injury,Fatal,Non Intersection,Intersection,Signalized Intersection,Stop Controlled Intersection,Unsignalized Intersection,School Bus,School Zone,Hit Deer,Hit Tree / Shrub,Hit Embankment,Hit Pole,Hit Guide Rail,Hit Guide Rail End,Hit Barrier,Hit Bridge,Overturned,Motorcycle,Bicycle,Heavy Truck Related,Vehicle Failure,Train / Trolley,Phantom Vehicle,Alcohol Related,Drinking Driver,Underage Drinking Driver,Unlicensed,Distracted,Cell Phone,No Clearance,Running Red Light,Tailgating,Cross Median,Curved Road,Curve Driver Error,Limit 65 MPH,Speeding,Speeding Related,Aggressive Driving,Fatigue / Asleep,Driver 16 Years Old,Driver 17 Years Old,Driver 18 Years Old,Driver 19 Years Old,Driver 20 Years Old,Driver 50 - 64 Years Old,Driver 65 - 74 Years Old,Driver 75 Plus,Unbelted,Pedestrian,Commercial Vehicle,PSP Reported,NHTSA Aggressive Driving,Deer Related,Illumination Dark,Running Stop Sign,Train,Trolley,Hit Parked Vehicle,Fire In Vehicle,Vehicle Towed,Hazardous Truck,Suspected Serious Injury,Suspected Minor Injury,Possible Injury,Motorcycle Drinking Driver,Drug Related,Illegal Drug Related,School Bus Unit,Drugged Driver,Impaired Driver,Geographic Location of the Crash
2011090432,67,Philadelphia,67301,Philadelphia City,06,District 6-0,67301,PHILADELPHIA CITY,2011,08,1,0400,04,Dark street lights,Rain,Wet,Rear-end, , ,Mid-block,Not applicable, ,Urban,0,2,2,2,No, ,40 02:04.761,75 06:19.504,0415,0410,  , ,No, , , ,No Controls, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0347,-75.1054, ,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,"(40.0347, -75.1054)"
2006007845,06,Berks,06222,Maidencreek Twp,05,District 5-0,06504,NORTHERN BERKS REGIONAL,2006,01,2,0810,08,Daylight,Fog,Wet,Hit fixed object, , ,T intersection,Stop sign, ,Rural,0,0,1,1,No,No,40 27:21.000,75 53:03.582,0830,0813,  , ,No, , , ,Device Functioning properly, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4557,-75.8846, ,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.4557, -75.8846)"
1999150730,67,Philadelphia,67301,Philadelphia City,06,District 6-0,67301,PHILADELPHIA CITY,1999,12,4,1511,15,Daylight,No adverse conditions,Dry,Angle, , ,Four way intersection,Stop sign, ,Urban,0,0,4,2,No,No,39 59:05.294,75 10:08.806,9999,9999,  , ,No, , , ,Device Functioning properly, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9848,-75.1691, ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(39.9848, -75.1691)"
1999120610,67,Philadelphia,67301,Philadelphia City,06,District 6-0,67301,PHILADELPHIA CITY,1999,11,4,0815,08,Daylight,No adverse conditions,Dry,Hit pedestrian, , ,Mid-block,Not applicable, ,Urban,0,1,2,2,No,No,40 02:03.840,75 06:54.360,9999,9999,  , ,No, , , ,No Controls, , , , , , , , , ,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,40.0345,-75.115, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"(40.0345, -75.115)"
2009038618,15,Chester,15247,West Goshen Twp,06,District 6-0,15247,WEST GOSHEN TWP,2009,04,4,0850,08,Daylight,No adverse conditions,Dry,Sideswipe (same dir.), , ,Mid-block,Not applicable, ,Urban,0,0,2,2,No,No,39 57:57.428,75 35:34.609,0854,0850,  , ,No, , , ,No Controls, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9659,-75.5932, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(39.9659, -75.5932)"
2016119198,09,Bucks,09213,Middletown Twp,06,District 6-0,09213,MIDDLETOWN TWP,2016,10,2,1436,14,Daylight,No adverse conditions,Dry,Angle, , ,Four way intersection,Traffic signal, ,Urban,0,0,3,3,No,No,40 10:43.933,74 54:27.658,1446,1446,  , ,No, , , ,Device Functioning properly, , , , , , , , , ,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1788,-74.9077, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.1788, -74.9077)"
2001259050,40,Luzerne,40103,Plains Twp,04,District 4-0,68P01,PSP - Wyoming,2001,06,4,1915,19,Daylight,No adverse conditions,Dry,Rear-end, , ,On ramp,Not applicable, ,Urban,0,1,2,2,No,No,41 15:04.320,75 49:28.560,9999,9999,  , ,No, , , ,No Controls, , , , , , , , , ,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,41.2513,-75.8258, ,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,"(41.2513, -75.8258)"
1998056831,21,Cumberland,21103,Hampden Twp,08,District 8-0,21103,HAMPDEN TWP,1998,06,5,1150,11,Daylight,No adverse conditions,Dry,Rear-end, , ,Four way intersection,Traffic signal, ,Urban,0,1,3,2,No,No,40 14:13.920,76 58:19.200,9999,9999,  , ,No, , , ,Device Functioning properly, , , , , , , , , ,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.2372,-76.9715, ,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"(40.2372, -76.9715)"
2010052031,67,Philadelphia,67301,Philadelphia City,06,District 6-0,68K01,PSP - Philadelphia,2010,05,1,0128,01,Dark street lights,No adverse conditions,Dry,Hit fixed object, , ,Mid-block,Not applicable, ,Urban,0,1,1,1,No,No,39 54:40.306,75 08:58.881,0136,0131,  ,1,Yes,South, , ,No Controls, , , , , , , , , ,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.9112,-75.1497, ,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,"(39.9112, -75.1497)"
2014049854,67,Philadelphia,67301,Philadelphia City,06,District 6-0,67301,PHILADELPHIA CITY,2014,04,3,0730,07,Daylight,No adverse conditions,Dry,Sideswipe (same dir.), , ,Mid-block,Not applicable, ,Urban,0,0,1,2,No, ,40 01:21.123,75 12:20.956,0740,0738,  , ,No, , , ,No Controls, , , , , , , , , ,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0225,-75.2058, ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.0225, -75.2058)"
2012033491,01,Adams,01214,Menallen Twp,08,District 8-0,68H06,PSP - Gettysburg,2012,03,1,1815,18,Daylight,No adverse conditions,Dry,Angle, , ,Multi-leg intersection,Not applicable, ,Rural,0,1,2,2,No,No,40 00:00.898,77 12:55.864,1820,1816,  , ,No, , , ,No Controls, , , , , , , , , ,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,40.0003,-77.2154, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,"(40.0003, -77.2154)"
2000148604,23,Delaware,23104,Lower Chichester Twp,06,District 6-0,68K02,PSP - Media,2000,12,2,1651,16,Dusk,No adverse conditions,Dry,Rear-end, , ,Mid-block,Not applicable, ,Urban,0,0,2,2,No,No,39 49:26.760,75 26:21.840,9999,9999,  , ,No, , , ,No Controls, , , , , , , , , ,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8241,-75.4394, ,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(39.8241, -75.4394)"
2004217491,63,Wayne,63208,Dyberry Twp,04,District 4-0,63403,HONESDALE BORO,2004,12,3,1110,11,Daylight,No adverse conditions,Dry,Angle, , ,Four way intersection,Stop sign, ,Rural,0,1,3,2,No,No,,,9999,9999,  , ,No, , , ,Device Functioning properly, , , , , , , , , ,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,, ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,
2011028761,62,Washington,62219,North Franklin Twp,12,District 12-0,62219,NORTH FRANKLIN TWP,2011,03,4,1908,19,Dark street lights,Rain,Wet,Angle, , ,T intersection,Traffic signal, ,Urban,0,0,6,2, , ,40 09:49.775,80 16:30.955,1911,1908,  ,2,Yes,East, , ,Device Functioning properly, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,40.1638,-80.2753, ,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.1638, -80.2753)"
2003210465,09,Bucks,09213,Middletown Twp,06,District 6-0,09213,MIDDLETOWN TWP,2003,03,4,0945,09,Daylight,No adverse conditions,Dry,Rear-end, , ,Mid-block,Not applicable, ,Urban,0,0,3,2,No,No,40 09:56.520,74 52:25.680,9999,9999,  , ,No, , , ,No Controls, , , , , , , , , ,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1654,-74.8739, ,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.1654, -74.8739)"
2015038582,67,Philadelphia,67301,Philadelphia City,06,District 6-0,67301,PHILADELPHIA CITY,2015,03,2,1800,18,Daylight,No adverse conditions,Dry,Sideswipe (same dir.), , ,Mid-block,Not applicable, ,Urban,0,1,3,2,No,No,39 58:52.010,75 07:47.370,1904,1858,  , ,No, , , ,No Controls, , , , , , , , , ,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39.9811,-75.1298, ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,"(39.9811, -75.1298)"
2008055299,35,Lackawanna,35410,Moosic Boro,04,District 4-0,35410,MOOSIC BORO,2008,03,4,1925,19,Dusk,No adverse conditions,Dry,Hit pedestrian, , ,Four way intersection,Stop sign, ,Urban,0,0,6,2,No,No,41 21:18.487,75 43:47.125,1929,1927,  ,1,Yes,North And South, , ,Device Functioning properly, , , , , , , , , ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3551,-75.7297, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"(41.3551, -75.7297)"
2015088602,23,Delaware,23201,Bethel Twp,06,District 6-0,23201,BETHEL TWP,2015,08,6,0930,09,Daylight,No adverse conditions,Dry,Rear-end, , ,Mid-block,Not applicable, ,Urban,0,0,2,2,No,No,39 50:27.643,75 29:37.831,0935,0930,  , ,No, , , ,No Controls, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.841,-75.4938, ,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(39.841, -75.4938)"
2011079781,48,Northampton,48301,Bethlehem City,05,District 5-0,48301,BETHLEHEM CITY,2011,08,3,0005,00,Dark street lights,No adverse conditions,Dry,Angle, , ,Mid-block,Not applicable, ,Urban,0,0,1,2,No,No,40 36:43.473,75 22:27.555,0008,0007,  ,2,Yes,West, , ,No Controls, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6121,-75.3743, ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,"(40.6121, -75.3743)"
2009111594,25,Erie,25302,Erie City,01,District 1-0,25302,ERIE CITY,2009,10,1,0015,00,Dark street lights,No adverse conditions,Dry,Sideswipe (same dir.), , ,Mid-block,Not applicable, ,Urban,0,0,1,2,No,No,42 08:08.420,80 03:18.315,0016,0015,  , ,No, , , ,No Controls, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,42.1357,-80.0551, ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,"(42.1357, -80.0551)"
1997087924,46,Montgomery,46102,Cheltenham Twp,06,District 6-0,46102,CHELTENHAM TWP,1997,07,7,1453,14,Daylight,No adverse conditions,Dry,Angle, , ,T intersection,Traffic signal, ,Urban,0,1,5,2,No,No,40 04:51.240,75 10:11.640,9999,9999,  , ,No, , , ,Device Functioning properly, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,40.0809,-75.1699, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"(40.0809, -75.1699)"
2017001039,02,Allegheny,02463,Swissvale Boro,11,District 11-0,68B03,PSP - Pittsburgh (Orig. Finlay),2016,12,6,1218,12,Daylight,No adverse conditions,Dry,Angle, , ,Mid-block,Not applicable, ,Urban,0,0,3,3,No,No,40 25:40.806,79 53:24.565,1245,1220,  , ,No, , , ,No Controls, , , , , , , , , ,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.428,-79.8902, ,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.428, -79.8902)"
1997141311,28,Franklin,28215,Washington Twp,08,District 8-0,28215,WASHINGTON TWP,1997,11,6,0652,06,Daylight,Rain,Wet,Hit fixed object, , ,Mid-block,Not applicable, ,Urbanized,0,1,1,1,No,No,39 44:23.640,77 30:32.760,9999,9999,  , ,No, , , ,No Controls, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39.7399,-77.5091, ,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,"(39.7399, -77.5091)"
2015086432,21,Cumberland,21212,Silver Spring Twp,08,District 8-0,68H02,PSP - Carlisle,2015,08,1,1950,19,Dusk,No adverse conditions,Dry,Hit fixed object, , ,Off ramp,Not applicable, ,Rural,0,0,1,1,No,No,40 16:15.326,77 02:23.216,2001,1953,  , ,No, , , ,No Controls, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2709,-77.0398, ,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.2709, -77.0398)"
2006095269,67,Philadelphia,67301,Philadelphia City,06,District 6-0,67301,PHILADELPHIA CITY,2006,07,6,1545,15,Daylight,No adverse conditions,Dry,Angle, , ,Multi-leg intersection,Not applicable, ,Urban,0,0,2,2,No,No,40 03:42.000,75 05:00.674,1553,1547,  ,3,Yes,North, , ,No Controls, , , , , , , , , ,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.062,-75.0834, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.062, -75.0834)"
2010097893,06,Berks,06232,Richmond Twp,05,District 5-0,06407,FLEETWOOD BORO,2010,09,3,0700,07,Dawn,No adverse conditions,Dry,Other or Unknown, , ,Mid-block,Not applicable, ,Rural,0,0,1,1,No,No,40 30:07.211,75 52:37.060,0728,0715,  ,1,Yes,North And South, , ,No Controls, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.502,-75.877, ,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.502, -75.877)"
