Crash Record Number,County Code,County Name,Municipality Code,Municipality Name,District Code,District Name,Police Agency Code,Police Agency Name,Crash Year,Crash Month,Day of Week,Time of Day,Hour of Day,Illumination,Weather,Road Condition,Collision Type,Work Zone Type,Work Zone Location,Intersection Type,Traffic Control Device,Location Type,Urban / Rural,Fatality Count,Injury Count,Person Count,Total Unit Count,School Bus Indicator,School Zone Indicator,Latitude,Longitude,Arrival Time,Dispatch Time,Construction Zone Speed Limit,Estimated Hours Closed,Lane Closed,Lane Closure Direction,Notify Highway Maintenance,Special Jurisdiction,Traffic Control Device Function,Traffic Detour,Workers Present,Work Zone Close/Detour,Work Zone Flagger,Work Zone Law Officer,Work Zone Closure,Work Zone Moving,Work Zone Other,Work Zone Shoulder/Median,Vehicle Count,Automobile Count,Motorcycle Count,Bus Count,Small Truck Count,Heavy Truck Count,SUV Count,Van Count,Bicycle Count,Suspected Serious Injury Count,Suspected Minor Injury Count,Possible Injury Count,Total Injury Count,Unknown Injury Degree Count,Unknown Injury Person Count,16 Year Old Driver Count,17 Year Old Driver Count,18 Year Old Driver Count,19 Year Old Driver Count,20 Year Old Driver Count,50-64 Year Old Driver Count,65-74 Year Old Driver Count,75 Plus Year Old Driver Count,Unbelted Occupant Count,Unbelted Death Count,Unbelted Suspected Serious Injury Count,Belted Death Count,Belted Suspected Serious Injury Count,Motorcycle Death Count,Motorcycle Suspected Serious Injury Count,Bicycle Death Count,Bicycle Suspected Serious Injury Count,Pedestrian Count,Pedestrian Death Count,Pedestrian Suspected Serious Injury Count,Maximum Severity Level,Commercial Vehicle Count,Latitude (Decimal),Longitude (Decimal),Roadway Surface Type,Interstate,State Road,Local Road Only,Turnpike,Wet Road,Snow Slush Road,Icy Road,Sudden Deer,Shoulder Related,Rear End,Head On / Opposite Direction Side Swipe,Hit Fixed Object,Single Vehicle Run Off Road,Work Zone,Property Damage Only,Injury or Fatal,Fatal or Suspected Serious Injury,Injury,Fatal,Non Intersection,Intersection,Signalized Intersection,Stop Controlled Intersection,Unsignalized Intersection,School Bus,School Zone,Hit Deer,Hit Tree / Shrub,Hit Embankment,Hit Pole,Hit Guide Rail,Hit Guide Rail End,Hit Barrier,Hit Bridge,Overturned,Motorcycle,Bicycle,Heavy Truck Related,Vehicle Failure,Train / Trolley,Phantom Vehicle,Alcohol Related,Drinking Driver,Underage Drinking Driver,Unlicensed,Distracted,Cell Phone,No Clearance,Running Red Light,Tailgating,Cross Median,Curved Road,Curve Driver Error,Limit 65 MPH,Speeding,Speeding Related,Aggressive Driving,Fatigue / Asleep,Driver 16 Years Old,Driver 17 Years Old,Driver 18 Years Old,Driver 19 Years Old,Driver 20 Years Old,Driver 50 - 64 Years Old,Driver 65 - 74 Years Old,Driver 75 Plus,Unbelted,Pedestrian,Commercial Vehicle,PSP Reported,NHTSA Aggressive Driving,Deer Related,Illumination Dark,Running Stop Sign,Train,Trolley,Hit Parked Vehicle,Fire In Vehicle,Vehicle Towed,Hazardous Truck,Suspected Serious Injury,Suspected Minor Injury,Possible Injury,Motorcycle Drinking Driver,Drug Related,Illegal Drug Related,School Bus Unit,Drugged Driver,Impaired Driver,Geographic Location
2016000328,40,Luzerne,40220,Kingston Twp,04,District 4-0,40220,KINGSTON TWP,2016,01,7,0942,09,Daylight,No adverse conditions,Dry,Angle, , ,Mid-block,Not applicable, ,Urban,0,1,3,2,No,No,41 18:50.474,75 56:15.422,0949,0943,  ,2,Yes,North And South, , ,No Controls, , , , , , , , , ,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,41.314,-75.9376, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(41.314, -75.9376)"
2016000329,39,Lehigh,39301,Allentown City,05,District 5-0,39301,ALLENTOWN CITY,2016,01,7,1230,12,Daylight,No adverse conditions,Dry,Rear-end, , ,T intersection,Traffic signal, ,Urban,0,0,5,2,No,No,40 36:56.340,75 26:40.372,1232,1230,  ,1,Yes,East, , ,Device Functioning properly, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6157,-75.4445, ,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.6157, -75.4445)"
2016000331,09,Bucks,09226,Warminster Twp,06,District 6-0,09226,WARMINSTER TWP,2016,01,7,1126,11,Daylight,No adverse conditions,Dry,Angle, , ,T intersection,Traffic signal, ,Urban,0,0,2,2,No,No,40 12:30.232,75 06:10.864,1130,1126,  ,1,Yes,East, , ,Device Functioning properly, , , , , , , , , ,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.2084,-75.103, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.2084, -75.103)"
2016000337,07,Blair,07210,Logan Twp,09,District 9-0,07210,LOGAN TWP,2016,01,7,1030,10,Daylight,No adverse conditions,Dry,Angle, , ,Mid-block,Not applicable, ,Rural,0,0,2,2,No,No,40 29:25.649,78 23:03.284,1034,1030,  , ,No, , , ,No Controls, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4905,-78.3842, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.4905, -78.3842)"
2016000340,43,Mercer,43403,Greenville Boro,01,District 1-0,43503,GREENVILLE-WEST SALEM,2016,01,7,1140,11,Daylight,No adverse conditions,Dry,Angle, , ,Four way intersection,Traffic signal, ,Urbanized,0,0,3,3,No,No,41 24:01.816,80 23:00.997,1150,1145,  , ,No, , , ,Device Functioning properly, , , , , , , , , ,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4005,-80.3836, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(41.4005, -80.3836)"
2016000341,02,Allegheny,02113,Penn Hills Twp,11,District 11-0,02113,PENN HILLS,2016,01,7,1316,13,Daylight,No adverse conditions,Dry,Rear-end, , ,T intersection,Not applicable, ,Urban,0,0,2,2,No,No,40 27:23.584,79 49:23.091,1318,1318,  ,2,Yes,North And South, , ,No Controls, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4566,-79.8231, ,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.4566, -79.8231)"
2016000344,40,Luzerne,40102,Newport Twp,04,District 4-0,40102,NEWPORT TWP,2016,01,7,0911,09,Daylight,No adverse conditions,Dry,Hit fixed object, , ,Mid-block,Not applicable, ,Rural,1,0,1,1,No,No,41 10:36.187,76 01:40.905,0918,0914,  ,2,Yes,East and West, ,No Special Jurisdiction,No Controls, , , , , , , , , ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,41.1767,-76.028,Blacktop,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(41.1767, -76.028)"
2016000345,15,Chester,15254,West Whiteland Twp,06,District 6-0,15254,WEST WHITELAND TWP,2016,01,7,1230,12,Daylight,No adverse conditions,Dry,Angle, , ,Four way intersection,Traffic signal, ,Urban,0,1,2,2,No,No,40 02:17.467,75 37:55.143,1233,1230,  ,1,Yes,North, , ,Device Functioning properly, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.0382,-75.632, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,"(40.0382, -75.632)"
2016000348,09,Bucks,09218,Northampton Twp,06,District 6-0,09218,NORTHAMPTON TWP,2016,01,7,1405,14,Daylight,No adverse conditions,Dry,Non collision, , ,Four way intersection,Stop sign, ,Urban,0,1,1,1,No,No,40 10:34.885,74 59:02.532,1409,1406,  ,1, ,East and West, , ,Device Functioning properly, , , , , , , , , ,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40.1764,-74.984, ,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"(40.1764, -74.984)"
2016000349,46,Montgomery,46113,Upper Gwynedd Twp,06,District 6-0,46113,UPPER GWYNEDD TWP,2016,01,7,1110,11,Daylight,No adverse conditions,Dry,Rear-end, , ,Four way intersection,Traffic signal, ,Urban,0,0,4,2,No,No,40 13:18.256,75 18:10.353,1112,1110,  , ,No, , , ,Device Functioning properly, , , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2217,-75.3029, ,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.2217, -75.3029)"
