Crash Record Number,County Code,County Name,Municipality Code,Municipality Name,District Code,District Name,Police Agency Code,Police Agency Name,Crash Year,Crash Month,Time of Day,Hour of Day,Illumination,Road Condition,Collision Type,Urban / Rural,Fatality Count,Injury Count,Person Count,Total Unit Count,Latitude,Longitude,Vehicle Count,Suspected Serious Injury Count,Suspected Minor Injury Count,Possible Injury Count,Total Injury Count,16 Year Old Driver Count,17 Year Old Driver Count,18 Year Old Driver Count,19 Year Old Driver Count,20 Year Old Driver Count,50-64 Year Old Driver Count,65-74 Year Old Driver Count,75 Plus Year Old Driver Count,Unbelted Occupant Count,Latitude (Decimal),Longitude (Decimal),Interstate,State Road,Local Road Only,Turnpike,Injury,Fatal,Alcohol Related,Drinking Driver,Underage Drinking Driver,Unlicensed,Distracted,Cell Phone,No Clearance,Running Red Light,Tailgating,Speeding,Speeding Related,Aggressive Driving,Fatigue / Asleep,Unbelted,NHTSA Aggressive Driving,Running Stop Sign,Hit Parked Vehicle,Suspected Serious Injury,Suspected Minor Injury,Drug Related,Illegal Drug Related,Drugged Driver,Impaired Driver,Geographic Location of the Crash
2005178057,58,Tioga,58204,Chatham Twp,03,District 3-0,68F05,PSP - Mansfield,2002,12,1815,18,Dark no street lights,Dry,Other or Unknown,Rural,0,0,1,1,41 53:16.000,77 27:12.418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.888,-77.4535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,"(41.888, -77.4535)"
1998139753,67,Philadelphia,67301,Philadelphia City,06,District 6-0,67301,PHILADELPHIA CITY,1998,12,1130,11,Daylight,Dry,Rear-end,Urban,0,3,5,3,,,3,0,0,3,3,0,0,0,0,0,1,0,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,No,0,0,0,0,0,0,0,0,0,
1999008436,22,Dauphin,22204,Halifax Twp,08,District 8-0,68H04,PSP - Elizabethville (Lykens),1999,1,1740,17,Dark no street lights,Wet,Hit fixed object,Rural,0,1,1,1,40 30:17.640,76 57:14.760,1,0,0,1,1,0,0,0,0,0,0,0,0,0,40.505,-76.9541,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,No,0,0,0,0,0,0,0,0,0,"(40.505, -76.9541)"
2005047691,09,Bucks,09220,Richland Twp,06,District 6-0,09220,RICHLAND TWP,2004,1,1005,10,Daylight,Dry,Rear-end,Rural,0,0,2,2,40 24:27.769,75 20:20.004,2,0,0,0,0,0,0,0,0,0,0,1,0,0,40.4075,-75.339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,No,0,0,0,0,0,0,0,0,0,"(40.4075, -75.339)"
2005118924,02,Allegheny,02301,Pittsburgh City,11,District 11-0,02301,PITTSBURGH CITY,2005,3,1912,19,Dark street lights,Wet,Angle,Urban,0,0,3,3,40 22:47.431,79 59:38.763,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3797,-79.994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,0,0,0,0,0,0,0,0,0,"(40.3797, -79.994)"
1999055012,04,Beaver,04301,Beaver Falls City,11,District 11-0,68D04,PSP - Beaver,1999,4,1945,19,Daylight,Dry,Rear-end,Urban,0,1,2,2,,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,No,0,0,0,0,0,0,0,0,0,
2017005020,43,Mercer,43203,Delaware Twp,01,District 1-0,68D03,PSP - Mercer,2017,1,1227,12,Daylight,Slush,Hit fixed object,Rural,0,1,1,1,41 18:31.928,80 17:11.908,1,0,1,0,1,0,0,0,0,0,1,0,0,0,41.3089,-80.2866,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,No,0,0,0,0,1,0,0,0,0,"(41.3089, -80.2866)"
1998006952,20,Crawford,20232,West Fallowfield Twp,01,District 1-0,68E05,PSP - Meadville,1998,3,0821,8,Daylight,Snow covered,Hit fixed object,Rural,0,2,2,1,41 32:18.240,80 22:33.240,1,0,1,1,2,0,0,0,0,0,0,0,0,0,41.5384,-80.3759,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,No,0,0,0,0,1,0,0,0,0,"(41.5384, -80.3759)"
2007000932,46,Montgomery,46224,Whitemarsh Twp,06,District 6-0,46224,WHITEMARSH TWP,2007,1,1313,13,Daylight,Wet,Angle,Urban,0,0,2,2,40 07:05.000,75 12:36.512,2,0,0,0,0,0,0,0,0,1,0,0,0,0,40.1181,-75.2101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,0,0,0,0,0,0,0,0,0,"(40.1181, -75.2101)"
2016070888,22,Dauphin,22208,Lower Paxton Twp,08,District 8-0,22208,LOWER PAXTON TWP,2016,6,0825,8,Daylight,Dry,Angle,Urban,0,1,2,2,40 18:24.812,76 48:19.247,2,0,0,1,1,0,1,0,0,0,0,0,0,0,40.3068,-76.8052,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,No,0,0,0,0,0,0,0,0,0,"(40.3068, -76.8052)"
2005174723,50,Perry,50203,Centre Twp,08,District 8-0,68H05,PSP - Newport,2005,6,2025,20,Dark no street lights,Wet,Hit fixed object,Rural,0,1,1,1,40 26:18.005,77 13:14.321,1,0,0,1,1,0,0,1,0,0,0,0,0,0,40.4384,-77.2206,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,No,0,0,0,0,0,0,0,0,0,"(40.4384, -77.2206)"
2017065542,37,Lawrence,37211,Shenango Twp,11,District 11-0,37211,SHENANGO TWP,2017,6,2315,23,Dark – no street lights,Dry,Hit fixed object,Urbanized,0,0,1,1,40 59:14.049,80 18:01.152,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40.9872,-80.3003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,No,0,0,0,0,0,0,0,0,0,"(40.9872, -80.3003)"
2012013639,39,Lehigh,39302,Bethlehem City,05,District 5-0,68M01,PSP - Bethlehem,2012,1,1748,17,Dark street lights,Dry,Rear-end,Urban,0,2,3,2,40 38:56.572,75 25:10.333,2,0,1,1,2,0,0,0,0,0,0,0,0,0,40.6489,-75.4196,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,No,0,0,0,0,1,0,0,0,0,"(40.6489, -75.4196)"
2012015632,64,Westmoreland,64103,Rostraver Twp,12,District 12-0,64103,ROSTRAVER TWP,2012,2,2133,21,Dark street lights,Dry,Hit fixed object,Rural,0,1,1,1,40 09:11.748,79 46:42.719,1,0,1,0,1,0,1,0,0,0,0,0,0,0,40.1533,-79.7785,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,No,0,0,0,0,1,0,0,0,0,"(40.1533, -79.7785)"
2011024452,42,Mckean,42403,Lewis Run Boro,02,District 2-0,00000, ,2010,10,0902,9,Daylight,Dry,Other or Unknown,Rural,0,0,2,1,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,
2012012263,10,Butler,10405,East Butler Boro,10,District 10-0,68D01,PSP - Butler,2012,1,0345,3,Dark no street lights,Ice Patches,Hit fixed object,Urbanized,0,1,1,1,40 52:43.295,79 50:34.056,1,0,0,1,1,0,0,0,0,0,0,0,0,0,40.8787,-79.8428,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,No,0,0,0,0,0,0,0,0,0,"(40.8787, -79.8428)"
